Link ID,Store ID,Location ID,Folder,Country,Publisher ID,Publisher,Location Name,Location Address,Location NPI,Location Address 2,Location City,Location State,Location Zip,Location Phone,Location Local Phone,Location Latitude,Location Longitude,External ID,Listing Name,Listing Address,Listing NPI,Listing Address 2,Listing City,Listing State,Listing Zip,Listing Phone,Listing Latitude,Listing Longitude,Listing URL,Sync External ID,Sync URL,Review Count,Listing ID,SQL Override,SQL PL Status,Status,Live Sync,Live Suppress,Advertiser/Claimed,Likes/Check-ins,Last Post Date
3697286-133171266,438,3697286,HI,US,420,MapQuest,Disney Vacation Club Waikiki Preview Center,2250 Kalakaua Avenue,,,Honolulu,HI,96815,8086746440,,21.2790887,-157.8285858,'372742510,Aulani Disney Vacation Club Villas,"92-1185 Ali'inui Dr,",,,Kapolei,HI,96707,8086746400,21.339634,-158.12325,http://www.mapquest.com/places/aulani-disney-vacation-club-villas-kapolei-hi-372742510/,'373670174,http://www.mapquest.com/places/disney-vacation-club-waikiki-preview-center-honolulu-hi-373670174/,0,'133171266,Match,NoPowerListing,FOUND,0,0,0,0,0
3697593-157093923,417,3697593,HI,US,559,Facebook,"Aulani, A Disney Resort & Spa",92-1185 Ali'Inui Drive,,,Kapolei,HI,96707,8664434763,8086746200,21.338803494990724,-158.12292073247147,'136997107019457,Aulani Infinity Spa Whirlpool,92-1185 Aliinui Dr,,,Kapolei,HI,96707,,21.33909,-158.12448,https://www.facebook.com/pages/Aulani-Infinity-Spa-Whirlpool/136997107019457,'147898618589980,https://www.facebook.com/DisneyAulani/,0,'157093923,Match,NoPowerListing,FOUND,0,0,0,0,
3697593-157093924,417,3697593,HI,US,559,Facebook,"Aulani, A Disney Resort & Spa",92-1185 Ali'Inui Drive,,,Kapolei,HI,96707,8664434763,8086746200,21.338803494990724,-158.12292073247147,'798061627048485,"Aulani, Disney Vacation Club Villas",92-1185 Aliinui Dr,,,Kapolei,HI,96707,8004916126,21.33961,-158.12326,https://www.facebook.com/pages/Aulani-Disney-Vacation-Club-Villas/798061627048485,'147898618589980,https://www.facebook.com/DisneyAulani/,0,'157093924,Match,NoPowerListing,FOUND,0,0,0,0,
3697593-105583176,417,3697593,HI,US,559,Facebook,"Aulani, A Disney Resort & Spa",92-1185 Ali'Inui Drive,,,Kapolei,HI,96707,8664434763,8086746200,21.338803494990724,-158.12292073247147,'1587488654804720,Aulani- A Disney Resort and Spa,92-1185 Ali'Inui Dr,,,Kapolei,HI,,,,,https://www.facebook.com/Aulani-A-Disney-Resort-and-Spa-1587488654804720/,'147898618589980,https://www.facebook.com/DisneyAulani/,0,'105583176,Match,NoPowerListing,FOUND,0,0,Claimed,1603,03-09-17 21:14
8234094-157107485,353293;entityType=Attraction,8234094,CA,US,505,YellowMoxie,Autopia,1313 Disneyland Dr,,,Anaheim,CA,92802,7147814565,,33.812559,-117.916377,'524932267,Autopia,1313 S Disneyland Dr,,,Anaheim,CA,,7147814565,,,http://www.yellowmoxie.com/ca-anaheim//524932267.ym,'yx-8234094,http://www.yellowmoxie.com/ca-anaheim/autopia/yx-8234094.ym,0,'157107485,Match,NoPowerListing,FOUND,0,0,0,0,0
3697535-105582947,90001258;entityType=restaurant,3697535,FL,US,559,Facebook,Avalunch,2902 Osceola Pkwy,,,Orlando,FL,32830,4079393463,,28.352188999999996,-81.57461427116391,'1462497030700385,Avalunch,,,,Kissimmee,FL,32830,4079393463,28.35236,-81.57448,https://www.facebook.com/pages/Avalunch/1462497030700385,,,0,'105582947,Match,NoPowerListing,FOUND,0,0,0,10,
3697535-157093843,90001258;entityType=restaurant,3697535,FL,US,559,Facebook,Avalunch,2902 Osceola Pkwy,,,Orlando,FL,32830,4079393463,,28.352188999999996,-81.57461427116391,'114195279265084,Avalunch,2902 S Osceola Ave,,,Orlando,FL,32806,4079393463,28.50899,-81.371445,https://www.facebook.com/pages/Avalunch/114195279265084,,,0,'157093843,Match,NoPowerListing,FOUND,0,0,0,0,
3697434-98846667,354555;entityType=restaurant,3697434,CA,US,402,Citysearch,Wine Country Trattoria,1313 S. Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.80651374445685,-117.92013215211489,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712334380,http://www.citysearch.com/profile/712334380/anaheim_ca/wine_country_trattoria.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697421-98846667,354549;entityType=restaurant,3697421,CA,US,402,Citysearch,White Water Snacks,1313 Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.80754839925934,-117.92140667361076,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711895240,http://www.citysearch.com/profile/711895240/anaheim_ca/white_water_snacks.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697454-98846667,354543;entityType=restaurant,3697454,CA,US,402,Citysearch,Village Haus Restaurant,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.81345040033554,-117.919482317791,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711931180,http://www.citysearch.com/profile/711931180/anaheim_ca/village_haus_restaurant.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697453-98846667,354228;entityType=restaurant,3697453,CA,US,402,Citysearch,Troubadour Tavern,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.8144608,-117.9187499,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711791780,http://www.citysearch.com/profile/711791780/anaheim_ca/troubadour_tavern.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697452-98846667,426608;entityType=restaurant,3697452,CA,US,402,Citysearch,Tropical Imports,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.81034902364609,-117.91727364063263,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711951660,http://www.citysearch.com/profile/711951660/anaheim_ca/tropical_imports.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697387-98846667,16027513;entityType=restaurant,3697387,CA,US,402,Citysearch,Trader Sam's Enchanted Tiki Bar,1150 Magic Way,,,Anaheim,CA,92802,7147813463,,33.80834840240761,-117.92657835581969,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'738051600,http://www.citysearch.com/profile/738051600/anaheim_ca/trader_sam_s_enchanted_tiki_bar.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697450-98846667,354516;entityType=restaurant,3697450,CA,US,402,Citysearch,Tiki Juice Bar,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.8118341,-117.9196032,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712238400,http://www.citysearch.com/profile/712238400/anaheim_ca/tiki_juice_bar.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697442-98846667,354498;entityType=restaurant,3697442,CA,US,402,Citysearch,The Golden Horseshoe,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.8120124285973,-117.9202399766865,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'730428070,http://www.citysearch.com/profile/730428070/anaheim_ca/the_golden_horseshoe.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697385-98846667,354492;entityType=restaurant,3697385,CA,US,402,Citysearch,The Coffee House,1150 Magic Way,,,Anaheim,CA,92802,7147813463,,33.8087912286451,-117.92733054232781,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711841020,http://www.citysearch.com/profile/711841020/anaheim_ca/coffee_house.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697386-98846667,16027216;entityType=restaurant,3697386,CA,US,402,Citysearch,Tangaroa Terrace,1150 Magic Way,,,Anaheim,CA,92802,7147813463,,33.80836717373619,-117.92658140129288,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711804510,http://www.citysearch.com/profile/711804510/anaheim_ca/tangaroa_terrace.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697494-98846667,368994;entityType=restaurant,3697494,CA,US,402,Citysearch,Surfside Lounge,1717 Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.806249184588104,-117.92437988526217,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711765600,http://www.citysearch.com/profile/711765600/anaheim_ca/surfside_lounge.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697206-98846667,354477;entityType=restaurant,3697206,CA,US,402,Citysearch,Studio Catering Co.,Disney Adventure Park,,,Anaheim,CA,92802,7147813463,,33.807954715003056,-117.91685931779102,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712138860,http://www.citysearch.com/profile/712138860/anaheim_ca/studio_catering_co_.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697257-98846667,354474;entityType=restaurant,3697257,CA,US,402,Citysearch,Storytellers Cafe,1600 S. Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.80791334714462,-117.9218396991655,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'615353020,http://www.citysearch.com/profile/615353020/anaheim_ca/storytellers_cafe.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697436-98846667,354465;entityType=restaurant,3697436,CA,US,402,Citysearch,Stage Door Café,1313 S. Disneyland Drive,,,Anaheim,CA,92802,7147813463,,33.811865,-117.92025,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711927740,http://www.citysearch.com/profile/711927740/anaheim_ca/stage_door_cafe.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697327-98846667,368880;entityType=restaurant,3697327,CA,US,402,Citysearch,Sonoma Terrace,Disney California Adventure Park,,,Anaheim,CA,92802,7147813463,,33.8064302287066,-117.92036570552256,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'731275220,http://www.citysearch.com/profile/731275220/anaheim_ca/sonoma_terrace.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697433-98846667,354462;entityType=restaurant,3697433,CA,US,402,Citysearch,Schmoozies,1313 S. Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.80775434300817,-117.91765158895487,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711761380,http://www.citysearch.com/profile/711761380/anaheim_ca/schmoozies.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697449-98846667,354456;entityType=restaurant,3697449,CA,US,402,Citysearch,Royal Street Veranda,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.81119225701392,-117.92092922453696,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712164230,http://www.citysearch.com/profile/712164230/anaheim_ca/royal_street_veranda.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697420-98846667,354450;entityType=restaurant,3697420,CA,US,402,Citysearch,River Belle Terrace,1313 Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.81155131428077,-117.92050613128282,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712230340,http://www.citysearch.com/profile/712230340/anaheim_ca/river_belle_terrace.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697236-98846667,354447;entityType=restaurant,3697236,CA,US,402,Citysearch,Rita's Baja Blenders,1313 Disneyland Monrail System,,,Anaheim,CA,92802,7147813463,,33.805731571812075,-117.91998536441804,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712276670,http://www.citysearch.com/profile/712276670/anaheim_ca/rita_s_baja_blenders.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697301-98846667,354444;entityType=restaurant,3697301,CA,US,402,Citysearch,Refreshment Corner,4401 Floridian Way,,,Anaheim,CA,92802,7147813463,,33.811403,-117.919089,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711984320,http://www.citysearch.com/profile/711984320/anaheim_ca/refreshment_corner.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697448-98846667,354441;entityType=restaurant,3697448,CA,US,402,Citysearch,Redd Rockett's Pizza Port,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.81166,-117.916833,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711855760,http://www.citysearch.com/profile/711855760/anaheim_ca/redd_rockett_s_pizza_port.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697447-98846667,354438;entityType=restaurant,3697447,CA,US,402,Citysearch,Rancho del Zocalo Restaurante,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.81234757172015,-117.91989613128283,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711977440,http://www.citysearch.com/profile/711977440/anaheim_ca/rancho_del_zocalo_restaurante.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697446-98846667,354417;entityType=restaurant,3697446,CA,US,402,Citysearch,Pluto's Dog House,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.81546988752987,-117.9187437754631,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712040690,http://www.citysearch.com/profile/712040690/anaheim_ca/pluto_s_dog_house.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697445-98846667,354414;entityType=restaurant,3697445,CA,US,402,Citysearch,Plaza Inn,Disneyland Park,,,Anaheim,CA,92802,7147813463,,33.8120918,-117.9189742,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711685920,http://www.citysearch.com/profile/711685920/anaheim_ca/plaza_inn.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697432-98846667,354135;entityType=restaurant,3697432,CA,US,402,Citysearch,Paradise Pier Ice Cream Company,1313 S. Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.805275455103356,-117.92021200060844,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711750560,http://www.citysearch.com/profile/711750560/anaheim_ca/paradise_pier_ice_cream_company.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697423-98846667,16032481;entityType=restaurant,3697423,CA,US,402,Citysearch,Paradise Garden Grill,1313 S Disneyland Dr,,,Anaheim,CA,92802,7147813463,,33.8057419,-117.9233431,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711883440,http://www.citysearch.com/profile/711883440/anaheim_ca/paradise_garden_grill.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697326-98846667,354390;entityType=restaurant,3697326,CA,US,402,Citysearch,Pacific Wharf Café,Disney California Adventure Park,,,Anaheim,CA,92802,7147813463,,33.80590199999999,-117.92009463558202,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712047670,http://www.citysearch.com/profile/712047670/anaheim_ca/pacific_wharf_cafe_.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697444-98846667,354369;entityType=restaurant,3697444,CA,US,402,Citysearch,Mint Julep Bar,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.8111814,-117.9216949,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712244270,http://www.citysearch.com/profile/712244270/anaheim_ca/mint_julep_bar.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697418-98846667,368928;entityType=restaurant,3697418,CA,US,402,Citysearch,Mendocino Terrace,1313 Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.806583143513635,-117.91988357423975,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712253100,http://www.citysearch.com/profile/712253100/anaheim_ca/mendocino_terrace.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697431-98846667,368932;entityType=restaurant,3697431,CA,US,402,Citysearch,Lucky Fortune Cookery,1313 S. Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.80578249118705,-117.91987270116806,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712275600,http://www.citysearch.com/profile/712275600/anaheim_ca/lucky_fortune_cookery.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697417-98846667,354303;entityType=restaurant,3697417,CA,US,402,Citysearch,Hungry Bear Restaurant,1313 Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.8127159,-117.9225087,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712180230,http://www.citysearch.com/profile/712180230/anaheim_ca/hungry_bear_restaurant.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697481-98846667,354276;entityType=restaurant,3697481,CA,US,402,Citysearch,Hearthstone Lounge,1600 Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.80781818296073,-117.92247015244357,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712184470,http://www.citysearch.com/profile/712184470/anaheim_ca/hearthstone_lounge.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697350-98846667,354273;entityType=restaurant,3697350,CA,US,402,Citysearch,Harbour Galley,Disneyland Park,,,Anaheim,CA,92802,7147813463,,33.812042542879375,-117.92203162334823,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712179840,http://www.citysearch.com/profile/712179840/anaheim_ca/harbour_galley.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697208-98846667,354261;entityType=restaurant,3697208,CA,US,402,Citysearch,Goofy's Kitchen,Disneyland Hotel,,,Anaheim,CA,92802,7147813463,,33.808692402156716,-117.92755292659763,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'42697987,http://www.citysearch.com/profile/42697987/anaheim_ca/goofy_s_kitchen.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697349-98846667,354255;entityType=restaurant,3697349,CA,US,402,Citysearch,Gibson Girl Ice Cream Parlor,Disneyland Park,,,Anaheim,CA,92802,7147813463,,33.81115849248061,-117.91915713988112,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'712104920,http://www.citysearch.com/profile/712104920/anaheim_ca/gibson_girl_ice_cream_parlor.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697451-98846667,18246297;entityType=restaurant,3697451,CA,US,402,Citysearch,Galactic Grill,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.812409828408306,-117.917389364418,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711926420,http://www.citysearch.com/profile/711926420/anaheim_ca/galactic_grill.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697441-98846667,354249;entityType=restaurant,3697441,CA,US,402,Citysearch,French Market Restaurant,1313 S. Harbor Blvd.,,,Anaheim,CA,92802,7147813463,,33.811158228583444,-117.92152147238733,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'40834325,http://www.citysearch.com/profile/40834325/anaheim_ca/french_market_restaurant.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697430-98846667,424962;entityType=restaurant,3697430,CA,US,402,Citysearch,Fairfax Market,1313 S. Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.80777017238344,-117.91747056564145,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711847110,http://www.citysearch.com/profile/711847110/anaheim_ca/fairfax_market.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697493-98846667,354225;entityType=restaurant,3697493,CA,US,402,Citysearch,Disney's PCH Grill,1717 Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.80622,-117.924648,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'32683185,http://www.citysearch.com/profile/32683185/anaheim_ca/disney_s_pch_grill.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697348-98846667,354216;entityType=restaurant,3697348,CA,US,402,Citysearch,Daisy's Diner,Disneyland Park,,,Anaheim,CA,92802,7147813463,,33.81546637082811,-117.91877707853888,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711568510,http://www.citysearch.com/profile/711568510/anaheim_ca/daisy_s_diner.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697429-98846667,15591355;entityType=restaurant,3697429,CA,US,402,Citysearch,Cove Bar,1313 S. Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.805171,-117.920948,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711907610,http://www.citysearch.com/profile/711907610/anaheim_ca/cove_bar.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697307-98846667,354207;entityType=restaurant,3697307,CA,US,402,Citysearch,Corn Dog Castle,4600 N World Dr.,,,Anaheim,CA,92802,7147813463,,33.80639895387373,-117.92245660723893,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711576180,http://www.citysearch.com/profile/711576180/anaheim_ca/corn_dog_castle.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
3697428-98846667,354195;entityType=restaurant,3697428,CA,US,402,Citysearch,Cocina Cucamonga Mexican Grill,1313 S. Disneyland Dr.,,,Anaheim,CA,92802,7147813463,,33.805513,-117.920292,'711604420,BLUE RIBBON BAKERY,1313 S Harbor Blvd,,,Anaheim,CA,92802,7147813463,33.808025,-117.91969,http://www.citysearch.com/profile/711604420/anaheim_ca/blue_ribbon_bakery.html,'711710100,http://www.citysearch.com/profile/711710100/anaheim_ca/smokejumpers_grill.html,0,'98846667,Match,NoPowerListing,FOUND,0,0,0,0,0
